,Country.of.Origin,Variety,Processing.Method,Moisture,Harvest.Year,Color,altitude_mean_meters,Category.One.Defects,Category.Two.Defects,Total.Cup.Points,Calidad
2696,18,11,4,0.12,2013,1,1600.0,0,1,85.5,Premium
2340,11,15,4,0.12,2012,1,1250.0,0,19,73.83,Estándar
1875,11,15,4,0.16,2012,1,1400.0,2,4,76.17,Estándar
2059,11,0,4,0.11,2012,1,1800.0,0,0,71.0,Estándar
1001,2,7,4,0.12,2016,1,1800.0,0,0,84.25,Bueno
1513,12,2,4,0.0,2015,1,371.5940262115209,0,4,81.5,Bueno
2860,4,0,3,0.11,2012,1,1350.0,0,0,85.58,Premium
356,19,7,0,0.0,2012,1,1040.0,0,17,82.92,Bueno
1997,12,7,4,0.0,2015,1,3845.0,0,4,80.0,Estándar
859,6,0,4,0.11,2013,1,399.46357817738493,2,15,77.42,Estándar
1996,0,0,0,0.0,2018,1,890.0,0,3,77.33,Estándar
217,3,3,4,0.0,2015,0,1850.0,0,0,83.5,Bueno
348,18,11,4,0.12,2013,1,1400.0,0,4,82.92,Bueno
2189,6,0,4,0.1,2017,1,1700.0,0,1,79.08,Estándar
1678,11,6,4,0.11,2012,1,1250.0,0,0,79.92,Estándar
2394,7,2,4,0.1,2014,1,1450.0,0,4,69.33,Estándar
1342,11,15,4,0.12,2013,1,1560.0,0,5,82.42,Bueno
1885,11,15,4,0.14,2012,1,1450.0,0,34,79.17,Estándar
520,11,15,4,0.13,2012,1,1300.0,0,7,82.08,Bueno
2991,18,11,4,0.12,2013,1,1950.0,0,5,85.42,Premium
221,16,10,4,0.13,2015,1,1400.0,0,21,83.5,Bueno
991,2,3,4,0.0,2013,1,1800.0,0,0,84.33,Bueno
1110,0,2,3,0.12,2012,0,1100.0,0,2,83.58,Bueno
1067,11,0,0,0.1,2012,1,1218.0,0,2,83.83,Bueno
1962,11,3,4,0.13,2012,1,1150.0,0,2,78.67,Estándar
1736,11,15,4,0.12,2012,1,1400.0,0,14,78.5,Estándar
492,11,15,4,0.12,2012,1,1250.0,0,13,82.25,Bueno
1583,15,15,4,0.12,2015,0,758.0,0,0,81.0,Bueno
1072,1,1,4,0.1,2015,1,1650.0,0,2,83.75,Bueno
2623,6,0,4,0.11,2013,1,527.6635172203596,0,1,85.5,Premium
2819,6,0,4,0.12,2012,1,464.49253276440106,0,3,85.83,Premium
34,6,8,0,0.11,2014,1,1770.0,0,1,85.33,Premium
1071,15,15,0,0.0,2016,1,750.0,0,0,83.75,Bueno
2517,17,3,4,0.1,2012,1,1300.0,1,9,86.17,Premium
158,2,3,0,0.12,2014,1,1550.0,0,3,83.92,Bueno
1833,1,15,4,0.1,2013,1,1200.0,0,28,78.0,Estándar
2154,6,0,4,0.1,2017,1,1700.0,0,1,79.08,Estándar
886,11,0,4,0.11,2012,1,1800.0,0,0,71.0,Estándar
1641,11,3,4,0.12,2012,1,1550.0,4,16,80.42,Bueno
475,11,0,4,0.13,2012,1,1170.0,0,9,82.33,Bueno
2764,6,2,4,0.1,2012,0,431.97805547089297,0,1,85.83,Premium
724,3,3,4,0.11,2015,0,185.0,0,4,80.67,Bueno
620,10,4,4,0.12,2014,1,1599.0,0,0,81.5,Bueno
2266,3,3,4,0.11,2014,1,1200.0,0,7,71.75,Estándar
132,18,7,4,0.11,2012,1,1600.0,0,1,84.17,Bueno
1352,0,2,0,0.11,2016,1,982.0,0,11,82.33,Bueno
303,2,3,4,0.0,2016,1,1799.0,0,4,83.08,Bueno
763,11,15,4,0.14,2012,1,1550.0,1,2,80.17,Bueno
2033,11,15,4,0.11,2012,1,1248.0,0,3,77.92,Estándar
343,14,7,4,0.11,2015,0,1200.0,0,1,82.92,Bueno
7,0,0,0,0.12,2011,1,1250.0,0,2,86.92,Premium
906,3,3,4,0.0,2016,0,1300.0,0,0,86.33,Premium
1791,1,15,4,0.1,2013,1,1200.0,0,28,78.0,Estándar
2907,9,12,4,0.11,2013,1,1860.0,0,1,86.0,Premium
709,6,3,4,0.11,2013,1,1200.0,0,1,80.83,Bueno
2917,3,3,4,0.0,2016,0,1300.0,0,0,86.33,Premium
560,8,7,1,0.11,2015,1,1250.0,0,0,81.83,Bueno
2191,11,7,4,0.11,2012,1,1100.0,0,12,80.0,Estándar
3057,2,3,4,0.12,2013,1,1200.0,1,1,86.0,Premium
1510,13,3,1,0.11,2017,1,1100.0,0,3,81.5,Bueno
2504,18,11,4,0.12,2013,1,1600.0,0,1,85.5,Premium
747,16,0,4,0.13,2016,1,1700.0,0,5,80.33,Bueno
985,8,5,1,0.0,2017,0,1400.0,0,3,84.42,Bueno
2655,9,12,4,0.11,2013,1,1860.0,0,1,86.0,Premium
666,3,3,4,0.11,2015,0,1300.0,0,0,81.17,Bueno
2179,11,0,4,0.12,2013,1,1300.0,0,4,79.92,Estándar
633,0,0,3,0.12,2012,0,125.0,0,2,81.5,Bueno
1415,11,15,4,0.13,2012,1,1300.0,0,7,82.08,Bueno
2681,6,8,0,0.11,2014,1,1770.0,0,1,85.33,Premium
166,0,0,3,0.0,2015,1,1200.0,0,1,83.83,Bueno
1830,11,15,4,0.11,2012,1,1248.0,0,3,77.92,Estándar
2416,1,1,4,0.1,2015,1,1450.0,0,0,87.25,Premium
1302,6,3,4,0.11,2012,1,1500.0,0,0,82.67,Bueno
2956,18,11,4,0.12,2013,1,1950.0,0,5,85.42,Premium
433,7,7,4,0.12,2017,1,1500.0,0,6,82.42,Bueno
825,7,9,4,0.11,2014,1,1350.0,0,12,79.0,Estándar
70,18,7,4,0.11,2012,0,1775.0,0,3,84.67,Bueno
2203,6,0,4,0.1,2017,1,1700.0,0,2,79.83,Estándar
121,2,3,4,0.0,2015,0,1775.0,0,0,84.17,Bueno
780,11,7,4,0.12,2012,1,1100.0,1,7,79.92,Estándar
731,6,0,0,0.11,2014,1,421.75921975007617,0,5,80.58,Bueno
1186,16,0,4,0.12,2014,1,1800.0,0,1,83.17,Bueno
511,6,3,4,0.12,2012,1,1350.0,0,2,82.17,Bueno
2066,11,15,4,0.14,2012,1,1450.0,0,34,79.17,Estándar
1442,4,0,4,0.11,2014,1,1250.0,0,2,81.92,Bueno
2796,9,13,4,0.12,2013,0,1800.0,0,1,86.25,Premium
2364,6,0,4,0.11,2013,1,399.46357817738493,3,9,78.0,Estándar
334,2,3,4,0.11,2012,1,1750.0,0,0,83.0,Bueno
2382,11,0,4,0.11,2012,1,900.0,0,20,68.33,Estándar
2657,18,11,4,0.12,2013,1,1600.0,0,1,85.5,Premium
2470,4,0,4,0.1,2013,0,1500.0,0,3,85.58,Premium
1517,15,15,4,0.11,2014,0,900.0,0,0,81.5,Bueno
2496,2,3,4,0.12,2013,1,1200.0,1,1,86.0,Premium
2043,11,15,4,0.11,2012,1,1050.0,0,3,78.08,Estándar
823,11,15,4,0.1,2012,0,1200.0,0,0,79.08,Estándar
749,6,0,4,0.11,2013,1,399.46357817738493,1,4,80.33,Bueno
440,0,16,0,0.0,2016,1,1.0,0,0,82.42,Bueno
1049,0,0,0,0.11,2016,1,934.0,0,7,83.92,Bueno
2939,3,3,4,0.1,2014,0,1300.0,0,2,85.33,Premium
2497,15,14,2,0.0,2015,1,1200.0,0,0,86.58,Premium
35,3,3,4,0.0,2014,0,1300.0,0,0,85.33,Premium
2188,11,15,4,0.1,2012,1,1050.0,1,22,79.75,Estándar
532,15,15,4,0.09,2013,1,600.0,0,0,82.0,Bueno
172,11,0,0,0.1,2012,1,1218.0,0,2,83.83,Bueno
2353,11,15,4,0.12,2012,0,1100.0,0,5,79.5,Estándar
2629,0,0,0,0.12,2011,1,1250.0,0,2,86.92,Premium
1638,1,7,4,0.17,2013,1,1700.0,0,14,80.42,Bueno
837,6,7,4,0.12,2014,1,371.5940262115209,0,3,78.58,Estándar
1184,7,3,0,0.11,2015,1,1350.0,0,3,83.17,Bueno
300,0,6,0,0.11,2012,1,950.0,0,4,83.17,Bueno
1977,11,15,4,0.11,2012,1,1050.0,0,3,78.08,Estándar
2462,5,7,0,0.1,2014,1,1822.5,0,4,88.25,Premium
1087,15,3,0,0.1,2015,0,1200.0,0,0,83.67,Bueno
2952,8,7,3,0.11,2012,1,1325.0,0,3,85.17,Premium
2882,1,1,4,0.1,2015,1,1450.0,0,0,87.25,Premium
1528,0,0,3,0.12,2012,0,125.0,0,2,81.5,Bueno
247,0,2,3,0.1,2016,1,1227.0,1,5,83.33,Bueno
2389,14,15,0,0.14,2012,0,350.0,8,16,67.92,Estándar
2366,15,15,4,0.11,2014,0,850.0,0,0,79.25,Estándar
753,11,3,4,0.1,2016,1,1600.0,0,2,80.25,Bueno
2795,2,3,4,0.12,2013,1,1200.0,1,1,86.0,Premium
1228,2,3,4,0.0,2012,1,1625.0,0,4,83.0,Bueno
2799,18,11,4,0.12,2013,1,1950.0,0,5,85.42,Premium
2196,6,0,4,0.11,2013,1,399.46357817738493,3,9,78.0,Estándar
1792,3,3,4,0.11,2014,1,1200.0,0,7,71.75,Estándar
1657,11,15,4,0.11,2012,1,1250.0,0,2,80.17,Bueno
1433,11,15,4,0.12,2012,1,940.0,0,1,82.0,Bueno
619,3,3,4,0.12,2014,1,1200.0,1,2,81.5,Bueno
1003,16,7,4,0.12,2014,1,1620.0,0,7,84.25,Bueno
1598,13,3,4,0.1,2013,1,1050.0,1,3,80.92,Bueno
199,6,3,0,0.11,2012,1,1450.0,0,1,83.67,Bueno
1383,11,6,4,0.12,2013,0,1338.0,0,4,82.25,Bueno
2637,1,1,0,0.1,2015,1,1700.0,0,0,85.33,Premium
2616,18,11,4,0.12,2013,1,1950.0,0,5,85.42,Premium
88,11,15,4,0.12,2012,1,1350.0,0,0,84.5,Bueno
1449,11,7,4,0.12,2012,1,1650.0,0,4,81.92,Bueno
2080,8,7,0,0.12,2011,1,3500.0,4,26,76.17,Estándar
1246,2,3,4,0.11,2013,1,1900.0,0,2,82.92,Bueno
1748,11,7,4,0.12,2012,1,850.0,2,7,78.0,Estándar
2953,1,1,0,0.1,2015,1,1700.0,0,0,85.33,Premium
1033,7,3,4,0.1,2017,1,1500.0,0,5,84.0,Bueno
2149,8,7,0,0.12,2011,1,3500.0,4,26,76.17,Estándar
285,9,12,4,0.1,2014,0,250.5,0,1,83.17,Bueno
2833,2,3,4,0.0,2013,0,1800.0,1,0,85.92,Premium
1815,6,7,4,0.1,2014,1,371.5940262115209,1,2,78.0,Estándar
1658,11,15,4,0.14,2012,1,1550.0,1,2,80.17,Bueno
3002,18,11,4,0.12,2013,1,1600.0,0,1,85.5,Premium
1914,11,15,4,0.12,2013,1,1700.0,0,7,74.67,Estándar
249,2,3,4,0.11,2015,1,1650.0,0,1,83.33,Bueno
2566,18,11,4,0.12,2013,1,1600.0,0,1,85.5,Premium
2300,11,15,0,0.13,2012,1,1300.0,31,47,78.33,Estándar
3034,2,3,0,0.11,2012,1,2136.0,0,8,85.08,Premium
962,9,12,4,0.11,2012,0,2000.0,0,0,84.67,Bueno
2108,11,15,4,0.14,2012,1,850.0,15,7,75.0,Estándar
1954,11,15,4,0.1,2012,1,1050.0,1,22,79.75,Estándar
100,2,3,0,0.11,2016,1,2560.0,0,2,84.25,Bueno
390,11,15,4,0.12,2013,1,1550.0,0,6,82.75,Bueno
2199,13,3,4,0.11,2014,1,1250.0,0,0,79.83,Estándar
539,0,6,0,0.12,2012,1,1000.0,0,1,82.0,Bueno
2667,9,12,0,0.1,2014,1,1900.0,0,3,85.5,Premium
2445,11,7,4,0.13,2012,1,1320.0,0,0,87.17,Premium
201,11,15,4,0.12,2012,1,1100.0,4,11,83.67,Bueno
2535,9,13,4,0.0,2012,1,1200.0,0,6,85.33,Premium
2760,9,12,4,0.11,2013,1,1860.0,0,1,86.0,Premium
43,18,11,4,0.11,2016,1,1800.0,0,1,85.0,Bueno
2824,2,3,0,0.12,2014,1,1550.0,0,2,85.25,Premium
851,1,15,4,0.1,2013,1,1200.0,0,28,78.0,Estándar
1,5,7,4,0.12,2014,1,2075.0,0,2,88.83,Premium
857,15,15,4,0.11,2012,0,775.0,0,0,77.67,Estándar
2602,2,3,0,0.11,2012,1,2136.0,0,8,85.08,Premium
419,0,0,0,0.11,2018,1,890.0,0,4,82.5,Bueno
1448,11,6,4,0.14,2012,1,690.0,2,8,81.92,Bueno
858,11,15,4,0.13,2012,1,1300.0,0,3,77.5,Estándar
678,3,3,4,0.13,2014,1,1500.0,0,0,81.08,Bueno
2050,11,15,4,0.12,2012,1,1250.0,0,11,79.58,Estándar
1394,16,0,4,0.13,2015,1,1650.0,1,6,82.17,Bueno
3053,18,11,4,0.12,2013,1,1950.0,0,1,86.83,Premium
2826,0,0,3,0.11,2011,0,1250.0,0,2,86.08,Premium
2930,5,7,4,0.12,2014,1,2075.0,0,2,88.83,Premium
2060,6,7,4,0.12,2014,1,371.5940262115209,0,3,78.58,Estándar
1097,8,15,4,0.12,2012,1,1400.0,0,0,83.67,Bueno
2979,17,3,4,0.1,2012,1,1300.0,1,9,86.17,Premium
2714,0,0,3,0.11,2011,0,1250.0,0,2,86.08,Premium
2063,15,15,4,0.1,2013,0,600.0,0,0,79.75,Estándar
997,6,3,4,0.1,2015,1,335.084913136239,0,1,84.25,Bueno
1109,2,3,0,0.11,2012,1,2136.0,0,4,83.58,Bueno
2528,1,1,4,0.1,2015,1,1450.0,0,0,87.25,Premium
821,11,15,4,0.16,2012,1,1500.0,0,2,79.08,Estándar
431,0,0,3,0.0,2012,0,1250.0,0,4,82.5,Bueno
1704,11,15,4,0.14,2012,1,950.0,0,23,79.33,Estándar
2281,7,9,4,0.11,2014,1,1350.0,1,16,73.42,Estándar
1191,2,3,4,0.11,2012,1,1775.0,1,2,83.17,Bueno
1408,11,15,4,0.1,2012,1,1200.0,0,1,82.17,Bueno
1994,15,15,4,0.1,2013,1,800.0,0,0,78.58,Estándar
2267,11,7,4,0.11,2012,1,1100.0,0,12,80.0,Estándar
2822,1,1,0,0.1,2015,1,1700.0,0,0,85.33,Premium
363,19,7,1,0.11,2014,1,1040.0,11,0,82.83,Bueno
3084,0,0,0,0.12,2011,1,1250.0,0,2,86.92,Premium
2153,11,15,4,0.16,2012,1,1400.0,0,0,78.92,Estándar
807,11,15,4,0.13,2012,1,800.0,0,30,79.42,Estándar
1328,7,7,4,0.12,2017,1,1500.0,0,6,82.42,Bueno
283,6,0,4,0.11,2015,1,1500.0,0,1,83.17,Bueno
50,16,7,4,0.12,2014,1,1620.0,0,2,84.92,Bueno
368,2,3,4,0.11,2013,1,1775.0,0,3,82.83,Bueno
831,13,3,1,0.1,2016,1,1100.0,0,4,78.83,Estándar
304,0,16,2,0.11,2015,0,905.0,0,2,83.08,Bueno
1012,3,3,4,0.09,2016,0,1700.0,0,2,84.17,Bueno
2811,0,0,0,0.12,2011,1,1300.0,0,2,86.42,Premium
1630,0,16,3,0.11,2016,1,1250.0,0,3,80.5,Bueno
1925,11,15,4,0.13,2012,1,1100.0,0,14,76.42,Estándar
1297,11,15,0,0.11,2014,1,1296.0,0,0,82.67,Bueno
2135,11,15,0,0.12,2012,1,1250.0,0,6,79.92,Estándar
2608,0,0,3,0.11,2011,0,1250.0,0,2,86.08,Premium
1491,3,3,4,0.11,2013,1,1850.0,0,3,81.67,Bueno
2849,4,0,3,0.11,2012,1,1350.0,0,0,85.58,Premium
924,18,11,4,0.12,2013,1,1600.0,0,1,85.5,Premium
1024,6,0,4,0.11,2013,1,399.46357817738493,0,4,84.17,Bueno
915,18,11,0,0.12,2013,1,1650.0,0,0,85.92,Premium
2683,18,11,4,0.12,2013,1,1950.0,0,1,86.83,Premium
1826,7,2,4,0.11,2017,1,1650.0,0,5,79.17,Estándar
2985,3,3,4,0.11,2014,1,1300.0,0,2,87.17,Premium
2751,0,0,3,0.11,2011,0,1250.0,0,1,85.42,Premium
748,15,16,1,0.11,2014,1,600.0,0,0,80.33,Bueno
1075,14,7,4,0.12,2013,1,260.11581834806464,0,1,83.75,Bueno
1533,15,15,4,0.12,2014,1,110.0,0,0,81.42,Bueno
482,0,16,0,0.0,2016,1,1.0,0,9,82.25,Bueno
2919,15,14,2,0.0,2015,1,1200.0,0,0,86.58,Premium
1225,11,15,4,0.11,2012,1,750.0,0,20,83.0,Bueno
524,11,15,4,0.11,2012,1,1250.0,0,1,82.08,Bueno
2577,15,14,2,0.0,2015,1,1200.0,0,0,86.58,Premium
2429,1,1,0,0.1,2015,1,1700.0,0,0,85.33,Premium
90,8,5,1,0.0,2017,0,1400.0,0,3,84.42,Bueno
2551,9,12,4,0.11,2013,1,1860.0,0,1,86.0,Premium
1798,11,2,4,0.11,2012,1,1100.0,0,3,79.92,Estándar
1993,14,3,4,0.0,2014,1,1200.0,7,9,77.0,Estándar
2679,9,12,0,0.1,2014,1,1900.0,0,3,85.5,Premium
449,11,15,4,0.14,2012,1,1300.0,0,9,82.42,Bueno
2305,6,7,4,0.1,2014,1,371.5940262115209,1,4,79.42,Estándar
888,7,2,4,0.1,2014,1,1450.0,0,4,69.33,Estándar
112,11,15,3,0.12,2012,1,1450.0,0,1,84.25,Bueno
1213,0,2,0,0.0,2014,1,1000.0,0,0,83.0,Bueno
696,6,0,4,0.1,2017,1,1901.0,0,2,80.92,Bueno
2601,0,0,3,0.11,2011,0,1250.0,0,2,86.08,Premium
1371,6,0,4,0.1,2012,1,399.46357817738493,2,5,82.33,Bueno
2430,9,12,4,0.11,2013,1,1860.0,0,1,86.0,Premium
1018,3,3,4,0.0,2014,0,1850.0,0,0,84.17,Bueno
2758,4,0,3,0.11,2012,1,1350.0,0,0,85.58,Premium
513,11,15,4,0.1,2012,1,1200.0,0,1,82.17,Bueno
427,2,3,4,0.11,2013,1,1750.0,0,1,82.5,Bueno
2974,6,0,4,0.12,2012,1,464.49253276440106,0,3,85.83,Premium
2675,2,3,4,0.11,2015,1,1550.0,0,0,85.25,Premium
2980,2,3,4,0.11,2015,1,1550.0,0,0,85.25,Premium
952,7,2,4,0.11,2014,1,1450.0,0,4,84.75,Bueno
1325,11,15,4,0.12,2012,1,1100.0,0,5,82.5,Bueno
2857,8,7,3,0.11,2012,1,1325.0,0,3,85.17,Premium
527,0,0,0,0.11,2016,1,944.0,0,3,82.0,Bueno
2320,11,15,4,0.17,2012,1,1500.0,0,6,74.92,Estándar
104,2,3,4,0.11,2015,1,1775.0,0,3,84.25,Bueno
683,11,15,4,0.1,2012,1,1200.0,0,1,81.08,Bueno
1745,6,7,4,0.1,2014,1,371.5940262115209,1,2,78.0,Estándar
336,2,3,4,0.12,2011,0,1775.0,0,0,83.0,Bueno
617,15,15,0,0.12,2015,1,180.0,0,2,81.5,Bueno
2831,5,7,0,0.1,2014,1,1822.5,0,4,88.25,Premium
739,6,0,4,0.12,2013,1,566.6808899725693,1,1,80.5,Bueno
1074,18,0,0,0.12,2013,1,1400.0,0,0,83.75,Bueno
288,7,2,0,0.1,2013,1,1450.0,0,5,83.17,Bueno
181,2,3,4,0.0,2014,1,1775.0,0,5,83.75,Bueno
1235,15,3,0,0.09,2016,1,350.0,31,0,82.92,Bueno
1580,6,0,4,0.09,2016,1,3280.0,0,8,81.0,Bueno
2186,11,15,4,0.12,2013,1,1400.0,0,6,79.67,Estándar
237,3,3,4,0.09,2016,0,1850.0,0,4,83.42,Bueno
1271,6,0,4,0.1,2017,1,371.5940262115209,0,1,82.75,Bueno
479,0,6,4,0.11,2012,1,950.0,0,2,82.33,Bueno
710,11,2,3,0.13,2012,1,1210.0,0,7,80.83,Bueno
1288,14,2,4,0.0,2012,1,1100.0,0,4,82.75,Bueno
1115,2,3,4,0.12,2015,1,1775.0,0,4,83.5,Bueno
2712,0,0,0,0.12,2011,1,1300.0,0,2,86.42,Premium
222,8,14,3,0.13,2015,0,1500.0,0,8,83.5,Bueno
2856,18,11,4,0.12,2013,1,1950.0,0,5,85.42,Premium
1712,11,15,4,0.14,2012,1,1550.0,0,8,79.17,Estándar
1379,7,2,4,0.11,2015,1,1350.0,0,2,82.25,Bueno
328,2,3,0,0.0,2013,1,1000.0,0,2,83.0,Bueno
1472,11,0,4,0.12,2012,1,1500.0,0,2,81.83,Bueno
660,16,7,4,0.13,2014,1,1700.0,0,5,81.25,Bueno
469,15,15,4,0.11,2014,1,600.0,0,0,82.33,Bueno
783,11,6,4,0.11,2012,1,1250.0,0,0,79.92,Estándar
1711,6,2,4,0.11,2015,1,1550.0,0,6,79.17,Estándar
1820,15,15,4,0.11,2012,0,775.0,0,0,77.67,Estándar
1744,7,9,0,0.11,2014,1,1350.0,2,6,78.0,Estándar
2163,11,0,4,0.12,2012,1,1250.0,0,12,76.08,Estándar
1695,11,3,4,0.13,2012,1,1550.0,0,5,79.58,Estándar
1441,0,2,0,0.11,2017,1,1020.0,0,4,81.92,Bueno
2550,15,0,3,0.12,2015,1,1000.0,0,0,86.08,Premium
2901,1,1,0,0.1,2015,1,1700.0,0,0,85.33,Premium
1181,16,7,4,0.13,2014,0,1653.0,0,6,83.17,Bueno
250,16,7,3,0.12,2014,1,1700.0,0,6,83.33,Bueno
2176,6,0,4,0.12,2013,1,399.46357817738493,1,8,78.75,Estándar
1070,2,3,4,0.11,2017,1,442.0,0,1,83.75,Bueno
1215,18,11,4,0.12,2013,1,1800.0,0,0,83.0,Bueno
259,3,2,2,0.11,2016,1,1900.0,0,0,83.25,Bueno
1403,15,15,4,0.0,2012,1,800.0,0,0,82.17,Bueno
2848,3,3,4,0.1,2014,0,1300.0,0,2,85.33,Premium
2780,6,0,4,0.11,2013,1,527.6635172203596,0,1,85.5,Premium
708,14,1,4,0.0,2016,1,1300.0,0,0,80.83,Bueno
2584,9,12,4,0.11,2013,1,1860.0,0,1,86.0,Premium
661,15,15,3,0.11,2014,1,650.0,0,0,81.25,Bueno
2099,2,3,4,0.0,2013,1,1200.0,0,3,79.33,Estándar
934,2,3,4,0.11,2015,1,1550.0,0,0,85.25,Premium
2308,6,7,4,0.12,2014,1,371.5940262115209,0,3,78.58,Estándar
98,15,15,4,0.12,2016,0,1000.0,0,0,84.25,Bueno
42,2,3,0,0.11,2012,1,2136.0,0,8,85.08,Premium
2499,14,4,4,0.08,2017,0,1600.0,0,0,85.83,Premium
1355,3,2,4,0.0,2015,1,1550.0,0,0,82.33,Bueno
1979,6,0,4,0.11,2012,1,399.46357817738493,1,4,78.33,Estándar
316,6,2,4,0.11,2015,1,418.04327948796094,0,2,83.0,Bueno
1196,6,0,4,0.0,2012,1,427.333130143249,0,10,83.17,Bueno
968,6,9,4,0.11,2014,1,464.49253276440106,0,1,84.58,Bueno
1563,17,3,4,0.12,2014,0,1450.0,0,0,81.17,Bueno
2522,14,7,4,0.0,2014,1,2019.0,0,0,87.25,Premium
362,14,0,4,0.11,2015,0,1900.0,0,0,82.83,Bueno
2664,3,3,4,0.1,2014,0,1300.0,0,2,85.33,Premium
1843,11,3,4,0.13,2012,1,1550.0,0,5,79.58,Estándar
1526,11,15,0,0.11,2012,1,1100.0,0,3,81.5,Bueno
2040,6,7,4,0.12,2014,1,371.5940262115209,0,3,79.0,Estándar
2625,18,11,4,0.12,2013,1,1600.0,0,1,85.5,Premium
1475,19,3,4,0.12,2014,0,1040.0,0,0,81.75,Bueno
1847,15,15,4,0.11,2014,0,850.0,0,0,79.25,Estándar
184,2,3,4,0.11,2013,1,1750.0,0,3,83.75,Bueno
1323,6,0,4,0.11,2013,1,399.46357817738493,0,0,82.5,Bueno
1840,11,15,4,0.14,2012,1,950.0,0,23,79.33,Estándar
2172,11,2,4,0.11,2012,1,1100.0,0,3,79.92,Estándar
1612,7,2,4,0.09,2015,1,1350.0,0,2,80.75,Bueno
1335,0,16,0,0.0,2016,1,1.0,0,0,82.42,Bueno
118,6,3,4,0.11,2016,1,340.3801280097531,0,6,84.17,Bueno
949,15,15,0,0.0,2016,1,350.0,0,0,84.83,Bueno
62,3,3,4,0.12,2014,1,1750.0,0,0,84.67,Bueno
1703,2,3,4,0.0,2013,1,1200.0,0,3,79.33,Estándar
1765,7,9,0,0.11,2014,1,1350.0,0,7,76.0,Estándar
2872,6,0,4,0.11,2013,1,527.6635172203596,0,1,85.5,Premium
1867,1,15,4,0.1,2013,1,1200.0,0,28,78.0,Estándar
676,0,6,0,0.11,2016,1,695.0,5,8,81.08,Bueno
136,11,15,4,0.11,2012,1,1480.0,1,10,84.08,Bueno
1013,6,3,4,0.11,2016,1,340.3801280097531,0,6,84.17,Bueno
612,6,0,4,0.12,2013,1,399.46357817738493,0,1,81.58,Bueno
2294,11,15,4,0.14,2012,1,1320.0,0,0,78.75,Estándar
2374,7,2,4,0.1,2014,1,1450.0,0,3,69.17,Estándar
2837,17,3,4,0.1,2012,1,1300.0,1,9,86.17,Premium
354,2,7,4,0.11,2013,1,1450.0,3,5,82.92,Bueno
2200,12,7,4,0.0,2015,1,3845.0,0,4,80.0,Estándar
2166,11,3,4,0.12,2012,1,1550.0,1,20,79.5,Estándar
116,6,0,4,0.13,2017,1,1700.0,0,1,84.17,Bueno
540,0,2,3,0.11,2012,0,1050.0,0,1,82.0,Bueno
2357,11,15,4,0.14,2012,1,850.0,15,7,75.0,Estándar
787,15,15,4,0.1,2013,0,600.0,0,0,79.75,Estándar
1902,11,15,4,0.17,2012,1,1500.0,0,6,74.92,Estándar
210,2,3,0,0.0,2014,1,1600.0,0,0,83.58,Bueno
2375,7,2,4,0.1,2014,1,1450.0,0,4,69.17,Estándar
664,16,0,4,0.12,2016,1,1050.0,0,2,81.17,Bueno
11,3,3,4,0.0,2016,0,1300.0,0,0,86.33,Premium
552,11,15,3,0.13,2012,1,981.0,2,7,81.92,Bueno
2073,2,3,4,0.0,2013,1,1200.0,0,3,79.33,Estándar
1891,11,15,4,0.12,2012,1,1250.0,0,30,74.83,Estándar
2835,6,2,4,0.1,2012,0,431.97805547089297,0,1,85.83,Premium
369,16,7,4,0.11,2012,1,1400.0,0,5,82.83,Bueno
1232,0,0,0,0.0,2018,1,890.0,0,0,82.92,Bueno
2906,2,3,0,0.11,2012,1,2136.0,0,8,85.08,Premium
2433,6,8,0,0.11,2014,1,1770.0,0,1,85.33,Premium
1290,0,0,0,0.11,2016,0,934.0,0,3,82.67,Bueno
1774,6,0,4,0.11,2013,1,399.46357817738493,1,1,74.33,Estándar
1443,6,2,4,0.11,2015,1,1550.0,0,7,81.92,Bueno
2094,14,3,4,0.0,2014,1,1200.0,7,9,77.0,Estándar
2491,6,0,4,0.12,2012,1,464.49253276440106,0,3,85.83,Premium
2763,9,13,4,0.12,2013,0,1800.0,0,1,86.25,Premium
2085,11,0,4,0.12,2013,1,1300.0,0,5,79.75,Estándar
1346,11,15,4,0.11,2012,1,1300.0,0,0,82.42,Bueno
1516,6,7,4,0.12,2014,1,371.5940262115209,0,0,81.5,Bueno
315,6,2,4,0.11,2015,1,1550.0,0,3,83.0,Bueno
965,18,7,4,0.11,2012,0,1775.0,0,3,84.67,Bueno
576,6,0,4,0.11,2013,1,399.46357817738493,0,1,81.83,Bueno
839,11,15,4,0.13,2012,1,1400.0,0,1,78.58,Estándar
282,4,0,4,0.0,2016,1,1350.0,0,0,83.17,Bueno
2909,17,3,4,0.1,2012,1,1300.0,1,9,86.17,Premium
969,6,0,4,0.09,2014,1,371.5940262115209,0,0,84.58,Bueno
2886,0,0,0,0.12,2011,1,1250.0,0,2,86.92,Premium
351,2,3,4,0.11,2013,1,1900.0,0,2,82.92,Bueno
830,11,15,4,0.16,2012,1,1400.0,0,0,78.92,Estándar
2385,11,0,4,0.0,2014,1,1600.0,0,0,78.5,Estándar
1274,15,16,0,0.0,2016,1,650.0,0,0,82.75,Bueno
1254,6,0,4,0.11,2017,1,1700.0,1,2,82.83,Bueno
2107,11,15,4,0.12,2012,0,1100.0,0,5,79.5,Estándar
45,11,15,4,0.09,2015,1,1300.0,0,3,85.0,Bueno
