Country.of.Origin,Variety,Processing.Method,Moisture,Harvest.Year,Color,altitude_mean_meters,Category.One.Defects,Category.Two.Defects,Calidad
0,0,3,0.0,2012,0,1250.0,0,4,1
16,7,4,0.12,2014,0,1600.0,0,4,1
6,9,4,0.13,2014,1,464.49253276440106,0,2,1
2,3,0,0.11,2013,1,1000.0,0,1,1
2,3,0,0.12,2015,1,442.0,4,0,1
11,15,3,0.14,2012,1,1250.0,0,0,0
11,3,4,0.13,2012,1,1200.0,1,3,0
11,0,4,0.12,2013,1,1300.0,0,6,1
9,13,4,0.0,2012,1,1200.0,0,2,1
11,15,4,0.14,2012,1,1550.0,0,8,0
15,0,3,0.12,2015,1,1000.0,0,0,2
9,13,4,0.0,2012,1,1600.0,0,2,2
2,3,4,0.11,2013,1,1700.0,0,1,1
5,7,4,0.12,2014,1,2075.0,0,2,2
4,0,4,0.1,2013,0,1500.0,0,3,2
2,3,0,0.12,2014,1,1550.0,0,2,2
4,9,4,0.0,2016,1,1250.0,0,4,1
2,3,4,0.11,2015,1,1550.0,0,0,2
3,3,4,0.1,2014,0,1300.0,0,2,2
11,7,4,0.13,2012,1,1320.0,0,0,2
6,7,4,0.1,2014,1,371.5940262115209,1,2,0
11,7,4,0.12,2012,1,1200.0,1,11,0
8,7,4,0.12,2016,1,1200.0,0,7,1
9,13,4,0.0,2012,1,1200.0,0,6,2
11,7,4,0.12,2012,1,1100.0,1,7,0
6,0,4,0.12,2012,1,464.49253276440106,0,3,2
17,3,4,0.1,2012,1,1300.0,1,9,2
0,0,3,0.11,2011,0,1250.0,0,1,2
0,0,3,0.11,2011,0,1250.0,0,1,2
3,3,4,0.11,2014,1,1300.0,0,2,2
6,0,4,0.1,2017,1,371.5940262115209,0,2,1
0,0,0,0.0,2018,1,890.0,0,0,1
11,3,4,0.11,2012,1,808.0,2,8,1
6,0,4,0.12,2012,1,464.49253276440106,0,4,1
0,16,3,0.11,2012,0,1200.0,0,1,1
6,0,4,0.11,2016,1,1500.0,0,6,1
11,15,4,0.16,2012,1,1400.0,2,4,0
6,3,4,0.12,2015,1,520.2316366961293,0,1,1
9,12,0,0.11,2014,0,1754.0,0,2,2
2,7,4,0.12,2016,1,1800.0,1,0,1
0,0,0,0.12,2011,1,1300.0,0,2,2
2,3,4,0.12,2013,1,1200.0,1,1,2
2,3,4,0.0,2016,1,1799.0,0,4,1
6,0,4,0.1,2017,1,1700.0,0,1,0
6,0,4,0.1,2014,1,371.5940262115209,0,1,1
10,4,4,0.12,2014,0,1442.0,0,0,1
14,15,0,0.14,2012,0,350.0,8,16,0
3,3,4,0.12,2015,1,13.0,0,1,1
1,7,4,0.17,2013,1,1700.0,0,14,1
7,3,0,0.11,2015,1,1450.0,0,2,1
12,7,4,0.0,2015,1,3800.0,0,2,1
0,0,0,0.12,2011,1,1250.0,0,2,2
11,3,4,0.13,2012,1,1550.0,0,5,0
2,3,4,0.0,2011,1,1750.0,0,1,1
11,15,4,0.14,2012,1,1300.0,1,17,1
11,15,4,0.12,2012,0,1100.0,0,5,0
0,16,0,0.0,2016,1,1.0,0,1,1
11,15,4,0.13,2012,0,1280.0,23,29,0
6,0,4,0.11,2013,1,399.46357817738493,0,2,1
9,12,0,0.11,2014,0,1754.0,0,2,2
0,6,3,0.12,2011,0,1000.0,0,3,1
2,3,4,0.11,2013,1,1750.0,0,1,1
0,0,0,0.11,2016,0,872.0,0,3,1
11,0,4,0.16,2012,1,533.0,3,8,1
11,15,3,0.14,2012,1,1250.0,0,0,0
3,3,4,0.11,2014,1,1200.0,0,7,0
6,3,0,0.1,2014,1,1500.0,0,2,1
15,0,3,0.12,2015,1,1000.0,0,0,2
11,0,4,0.12,2012,1,1000.0,0,0,1
5,7,4,0.12,2014,1,2075.0,0,2,2
2,3,4,0.11,2012,1,1775.0,1,2,1
5,7,0,0.12,2015,1,1900.0,0,7,2
7,2,4,0.11,2015,1,1350.0,0,2,1
0,0,0,0.12,2011,1,1250.0,0,2,2
11,7,4,0.13,2012,1,1320.0,0,0,2
15,15,4,0.11,2014,1,250.0,0,0,0
14,3,4,0.0,2014,1,1200.0,7,9,0
2,3,4,0.1,2013,1,1300.0,0,2,1
0,0,0,0.11,2016,0,934.0,0,3,1
7,3,4,0.1,2017,1,1396.0,0,8,1
6,3,4,0.1,2012,1,464.49253276440106,0,0,1
14,4,4,0.08,2017,0,1600.0,0,0,2
16,0,4,0.12,2016,1,168.0,0,3,1
11,6,4,0.11,2017,1,1300.0,0,5,1
2,3,4,0.12,2011,0,1775.0,0,0,1
0,0,0,0.12,2011,1,1250.0,0,2,2
11,15,4,0.12,2012,1,1250.0,0,19,0
15,16,4,0.0,2016,1,650.0,3,4,0
14,4,4,0.08,2017,0,1600.0,0,0,2
18,11,4,0.12,2013,1,1650.0,0,0,1
14,7,4,0.0,2014,1,2019.0,0,0,2
18,11,0,0.12,2013,1,1650.0,0,0,2
0,0,0,0.12,2011,1,1250.0,0,2,2
2,3,4,0.0,2013,0,1800.0,1,0,2
11,7,4,0.13,2012,1,1320.0,0,0,2
11,15,4,0.12,2013,1,1400.0,0,6,0
11,15,0,0.11,2014,1,1296.0,0,0,1
14,7,4,0.0,2014,0,1600.0,0,0,1
11,6,4,0.11,2012,1,1100.0,0,45,0
6,0,4,0.11,2012,1,399.46357817738493,0,15,0
1,1,4,0.1,2015,1,1680.0,0,1,1
15,15,4,0.11,2012,0,1200.0,0,0,1
0,0,0,0.12,2011,1,1250.0,0,2,2
7,2,4,0.11,2016,0,1450.0,0,1,1
2,3,4,0.11,2012,1,1800.0,0,6,1
14,4,4,0.08,2017,0,1600.0,0,0,2
15,15,4,0.11,2014,0,850.0,0,0,0
18,11,4,0.11,2015,1,1800.0,0,1,1
15,16,4,0.0,2016,1,650.0,3,4,0
4,0,4,0.1,2013,0,1500.0,0,3,2
2,3,0,0.0,2013,1,1000.0,0,2,1
5,7,4,0.12,2014,1,2075.0,0,1,2
11,15,3,0.14,2012,1,1550.0,3,17,0
9,13,4,0.0,2012,1,1200.0,0,6,2
15,14,2,0.0,2015,1,1200.0,0,0,2
10,4,4,0.13,2014,1,1556.0,0,0,1
11,15,4,0.12,2012,1,1250.0,0,19,0
6,0,4,0.12,2012,1,464.49253276440106,0,3,2
0,0,0,0.12,2011,1,1300.0,0,2,2
6,2,4,0.1,2012,1,431.97805547089297,0,4,0
11,0,4,0.13,2013,1,1022.0,0,4,0
2,3,0,0.12,2014,1,1550.0,0,2,2
15,7,0,0.0,2017,0,50.0,0,0,1
0,2,0,0.12,2015,1,900.0,2,6,1
18,11,4,0.12,2013,1,1950.0,0,1,2
2,3,4,0.0,2014,1,1775.0,0,1,1
6,3,4,0.1,2013,1,1400.0,0,0,1
2,15,4,0.12,2014,1,165.0,0,0,1
2,3,4,0.0,2017,1,2527.0,1,6,1
9,12,0,0.11,2014,0,1754.0,0,2,2
5,7,0,0.12,2015,1,1900.0,0,7,2
16,7,4,0.13,2014,1,1456.0,0,2,1
9,12,4,0.08,2013,1,250.5,0,0,1
2,3,0,0.11,2013,1,1000.0,0,1,1
13,3,4,0.1,2017,1,1250.0,0,5,0
11,15,4,0.12,2012,1,1250.0,0,30,0
0,2,3,0.11,2011,0,1100.0,0,1,1
6,0,4,0.12,2012,1,464.49253276440106,0,3,2
11,0,4,0.12,2013,1,1300.0,0,4,0
2,3,4,0.11,2015,1,1550.0,0,0,2
7,2,0,0.13,2015,1,1450.0,0,1,1
7,2,4,0.09,2015,1,1350.0,0,4,1
13,3,0,0.12,2015,0,1000.0,0,0,1
5,7,4,0.12,2014,1,2075.0,0,1,2
9,13,4,0.0,2012,1,1600.0,0,2,2
6,0,4,0.12,2012,1,464.49253276440106,0,3,2
11,15,4,0.12,2012,1,1250.0,0,11,0
0,0,2,0.11,2018,1,1100.0,0,5,1
11,3,4,0.13,2012,1,975.0,5,6,0
11,3,4,0.1,2016,1,1600.0,0,2,1
7,9,4,0.11,2014,1,1350.0,0,12,0
11,15,4,0.13,2012,1,1400.0,0,1,0
11,15,4,0.12,2012,1,1600.0,0,5,1
2,3,4,0.12,2015,1,1775.0,0,1,1
6,0,4,0.1,2015,1,3280.0,2,6,1
5,7,4,0.12,2014,1,2075.0,0,1,2
5,7,4,0.12,2014,1,2075.0,0,2,2
11,2,4,0.11,2015,1,1425.0,0,7,1
2,3,4,0.11,2016,1,442.0,0,2,1
11,15,0,0.11,2012,1,1100.0,0,3,1
11,3,4,0.13,2012,1,975.0,5,6,0
9,13,4,0.0,2012,1,1600.0,0,2,2
16,10,4,0.13,2016,1,2285.0,0,7,1
11,15,4,0.12,2013,1,1400.0,0,4,0
4,0,4,0.1,2013,0,1500.0,0,3,2
6,0,4,0.12,2013,1,399.46357817738493,1,8,0
11,15,4,0.12,2013,1,1700.0,0,7,0
11,6,4,0.11,2012,1,1100.0,0,45,0
15,0,3,0.12,2015,1,1000.0,0,0,2
11,15,4,0.14,2012,1,1500.0,0,0,0
16,0,4,0.12,2014,0,1550.0,0,2,1
3,3,4,0.12,2014,1,1750.0,0,0,1
2,3,4,0.0,2013,0,1800.0,1,0,2
11,15,4,0.13,2012,1,800.0,0,30,0
0,6,0,0.11,2012,0,1038.5,0,0,1
11,15,4,0.0,2014,1,1400.0,0,2,0
0,0,0,0.12,2011,1,1250.0,0,2,2
6,0,4,0.1,2017,1,1700.0,0,1,1
12,7,4,0.0,2015,1,3845.0,0,4,0
6,0,4,0.1,2017,1,48.12142639439195,1,1,1
11,15,4,0.14,2012,1,12.0,7,38,0
2,3,0,0.11,2012,1,2136.0,0,8,2
11,3,4,0.11,2012,1,1150.0,0,0,1
11,15,3,0.11,2012,1,940.0,0,12,1
6,0,1,0.1,2014,1,371.5940262115209,0,1,1
7,3,4,0.1,2017,1,1500.0,0,5,1
6,0,4,0.1,2015,1,1600.0,0,1,1
1,1,4,0.11,2015,1,1500.0,0,2,1
18,11,4,0.12,2013,1,1950.0,0,1,2
9,12,4,0.11,2018,1,1800.0,0,4,1
15,14,2,0.0,2015,1,1200.0,0,0,2
11,15,4,0.12,2012,0,1100.0,0,5,0
11,0,4,0.12,2012,0,1250.0,0,7,1
11,15,4,0.14,2012,1,12.0,7,38,0
15,14,2,0.0,2015,1,1200.0,0,0,2
15,15,3,0.11,2014,1,1100.0,0,0,1
2,3,4,0.11,2012,1,1750.0,0,1,1
18,11,4,0.11,2016,1,1750.0,0,1,1
11,0,4,0.12,2012,1,1250.0,0,12,0
0,16,0,0.0,2016,1,1.0,0,0,1
1,1,4,0.1,2015,1,1450.0,0,0,2
11,15,4,0.12,2012,1,1250.0,0,9,0
14,7,4,0.0,2014,1,2019.0,0,0,2
6,0,4,0.1,2017,1,1901.0,0,2,1
18,11,4,0.12,2013,1,1650.0,0,0,1
2,3,4,0.0,2013,1,1200.0,0,3,0
11,15,4,0.12,2013,1,1300.0,0,3,1
3,3,4,0.0,2014,0,1300.0,0,0,2
5,7,4,0.12,2014,1,2075.0,0,2,2
6,0,4,0.09,2014,0,1500.0,0,4,1
6,0,4,0.11,2012,1,399.46357817738493,0,5,1
1,1,4,0.1,2015,1,1450.0,0,0,2
6,0,4,0.1,2014,0,1550.0,0,10,1
2,3,4,0.0,2012,0,1625.0,0,0,1
1,1,0,0.1,2015,1,1100.0,0,0,1
3,2,4,0.1,2014,1,1300.0,0,3,1
1,1,4,0.11,2015,1,1500.0,0,2,1
11,0,4,0.12,2013,1,1300.0,0,5,0
18,11,4,0.12,2013,1,1950.0,0,1,2
11,15,4,0.12,2012,1,1000.0,0,4,1
0,0,3,0.11,2011,0,1250.0,0,1,2
9,13,4,0.0,2012,1,1580.0,0,5,1
3,2,4,0.1,2015,0,1150.0,0,2,1
6,0,4,0.11,2012,1,399.46357817738493,1,4,0
0,6,3,0.12,2012,1,950.0,0,2,1
11,15,4,0.12,2013,1,1400.0,0,4,0
14,3,4,0.0,2014,1,1200.0,7,9,0
7,2,4,0.09,2015,1,1350.0,0,4,1
10,3,4,0.12,2014,0,995.0,0,1,1
9,13,4,0.12,2013,0,1800.0,0,1,2
15,15,1,0.11,2012,1,1000.0,0,0,1
11,0,4,0.0,2014,1,1600.0,0,0,0
11,0,4,0.12,2012,1,1500.0,0,2,1
19,7,0,0.0,2012,1,1040.0,0,17,1
0,6,3,0.12,2011,0,1000.0,0,3,1
6,2,4,0.11,2015,1,1550.0,0,6,0
15,15,4,0.11,2012,0,775.0,0,0,0
0,0,3,0.0,2015,1,1200.0,0,1,1
2,3,4,0.12,2012,1,1750.0,0,1,1
15,0,4,0.1,2015,0,1000.0,0,0,1
3,2,4,0.11,2013,1,1200.0,0,3,1
11,15,4,0.16,2012,1,1400.0,2,4,0
0,0,0,0.11,2016,1,894.0,0,3,1
8,7,3,0.11,2012,1,1325.0,0,3,2
6,0,4,0.12,2012,1,464.49253276440106,0,3,2
6,3,4,0.11,2016,1,1500.0,0,4,1
6,2,4,0.1,2012,0,431.97805547089297,0,1,2
7,2,4,0.1,2014,1,1450.0,0,4,0
11,2,4,0.11,2012,1,1100.0,0,3,0
11,15,4,0.12,2012,1,1250.0,0,19,0
6,0,4,0.12,2013,1,399.46357817738493,0,4,1
16,7,4,0.12,2014,1,1700.0,0,0,1
14,7,4,0.0,2014,1,2019.0,0,0,2
18,11,4,0.12,2013,1,1950.0,0,1,2
6,0,4,0.12,2017,1,371.5940262115209,0,3,1
11,15,4,0.14,2012,1,12.0,7,38,0
11,7,4,0.12,2012,1,1100.0,1,7,0
3,3,4,0.1,2014,0,1300.0,0,2,2
11,3,4,0.13,2012,1,763.0,1,8,1
0,0,0,0.11,2018,1,890.0,0,5,1
11,3,4,0.12,2012,1,1550.0,1,20,0
18,11,4,0.12,2013,1,1950.0,0,5,2
11,15,4,0.14,2012,1,1300.0,0,9,1
14,3,4,0.0,2014,1,1200.0,7,9,0
6,9,4,0.12,2014,1,464.49253276440106,2,5,1
11,0,4,0.13,2013,1,1022.0,0,4,0
6,3,4,0.1,2016,1,1565.0,0,10,1
15,14,2,0.0,2015,1,1200.0,0,0,2
7,2,4,0.11,2014,1,1450.0,0,4,1
6,0,4,0.1,2014,1,1550.0,0,6,1
7,3,0,0.12,2014,1,1350.0,0,1,1
11,15,4,0.12,2012,1,1250.0,0,9,0
11,15,4,0.12,2012,0,900.0,10,32,1
15,14,2,0.0,2015,1,1200.0,0,0,2
0,0,3,0.11,2011,0,1250.0,0,2,2
15,14,2,0.0,2015,1,1200.0,0,0,2
15,15,4,0.1,2013,0,600.0,0,0,0
2,3,0,0.0,2014,1,1600.0,0,0,1
2,3,4,0.12,2013,1,1200.0,1,1,2
11,6,4,0.11,2012,1,1200.0,0,20,0
11,15,4,0.14,2012,1,1550.0,0,8,0
6,2,4,0.1,2012,0,431.97805547089297,0,1,2
6,3,4,0.1,2017,1,1500.0,0,4,1
11,15,4,0.17,2012,1,1500.0,0,6,0
5,7,4,0.0,2016,0,2000.0,1,20,1
0,0,0,0.12,2011,1,1250.0,0,2,2
9,13,4,0.0,2012,1,1600.0,0,2,2
16,7,4,0.12,2014,1,1525.0,0,5,1
2,3,4,0.11,2015,1,1550.0,0,0,2
11,7,4,0.11,2012,1,1100.0,0,12,0
11,6,4,0.12,2012,1,800.0,4,24,0
11,0,4,0.12,2013,1,1300.0,0,5,0
11,3,4,0.12,2012,1,1550.0,1,20,0
4,0,4,0.0,2017,1,1450.0,0,6,1
13,3,4,0.1,2017,1,1250.0,0,5,0
7,3,4,0.12,2017,1,1400.0,0,1,1
11,0,4,0.13,2012,1,1000.0,0,10,0
0,0,3,0.11,2011,0,1250.0,0,2,2
2,3,0,0.11,2012,1,2136.0,0,8,2
11,6,4,0.11,2012,1,1100.0,0,45,0
3,3,4,0.0,2014,0,1300.0,0,0,2
2,3,0,0.11,2015,1,442.0,6,0,1
8,7,3,0.11,2012,1,1325.0,0,3,2
13,3,4,0.11,2014,1,1250.0,0,0,0
11,15,4,0.12,2012,0,1450.0,0,0,1
5,7,0,0.12,2015,1,1900.0,0,7,2
6,7,4,0.12,2014,1,371.5940262115209,0,3,0
6,0,4,0.11,2017,1,1700.0,0,1,1
18,0,0,0.12,2015,1,1645.0,0,8,1
8,7,3,0.11,2012,1,1325.0,0,3,2
2,15,4,0.12,2014,1,165.0,0,0,1
14,4,4,0.08,2017,0,1600.0,0,0,2
3,3,4,0.1,2014,0,1300.0,0,2,2
2,3,4,0.11,2017,1,1500.0,0,1,1
0,0,0,0.12,2011,1,1250.0,0,2,2
2,3,0,0.0,2016,1,1000.0,0,0,1
6,0,4,0.1,2014,1,1500.0,0,4,1
2,3,4,0.0,2013,1,1900.0,0,1,1
11,7,4,0.12,2012,1,850.0,2,7,0
2,3,0,0.12,2014,1,1550.0,0,2,2
6,0,4,0.11,2013,1,399.46357817738493,3,9,0
0,2,0,0.12,2011,1,1000.0,0,2,1
0,2,0,0.11,2016,1,982.0,0,11,1
11,15,4,0.16,2012,1,1500.0,0,2,0
15,15,4,0.11,2012,0,1200.0,0,0,1
11,15,4,0.13,2012,1,1100.0,0,14,0
3,3,4,0.0,2014,0,1300.0,0,0,2
15,15,4,0.11,2014,0,850.0,0,0,0
0,0,0,0.12,2011,1,1250.0,0,2,2
6,0,4,0.11,2013,1,399.46357817738493,0,1,1
3,3,4,0.1,2014,0,1300.0,0,2,2
8,7,4,0.11,2017,1,1250.0,0,5,1
6,0,4,0.11,2013,1,399.46357817738493,0,2,1
3,3,4,0.11,2013,1,13.0,0,2,1
6,0,4,0.12,2015,1,1650.0,0,3,1
11,15,0,0.1,2012,1,1248.0,0,4,1
11,15,4,0.12,2013,1,1400.0,0,4,0
11,2,4,0.11,2012,1,1100.0,0,3,0
11,0,4,0.11,2012,1,1800.0,0,0,0
6,0,4,0.12,2013,1,399.46357817738493,1,3,1
2,3,4,0.0,2012,1,1750.0,0,2,1
11,15,4,0.12,2012,1,1400.0,0,14,0
0,0,0,0.07,2016,1,1268.0,0,0,1
16,0,4,0.12,2014,1,1550.0,0,4,1
8,15,3,0.13,2015,0,1250.0,0,6,1
14,1,4,0.13,2015,0,1300.0,0,0,1
11,15,3,0.12,2012,1,1450.0,0,1,1
14,4,4,0.08,2017,0,1600.0,0,0,2
4,0,4,0.0,2013,1,1450.0,0,1,1
2,3,4,0.11,2012,1,1775.0,0,0,1
6,0,4,0.11,2013,1,399.46357817738493,2,15,0
2,7,4,0.12,2016,1,1800.0,0,0,1
11,15,4,0.12,2012,1,1250.0,0,30,0
9,13,4,0.0,2012,1,1200.0,0,6,2
17,3,4,0.11,2013,0,1500.0,0,0,1
2,7,4,0.11,2015,1,1600.0,2,7,1
11,15,4,0.12,2012,0,1100.0,0,5,0
7,9,0,0.11,2014,1,1350.0,0,7,0
11,0,4,0.16,2012,1,533.0,3,8,1
15,15,3,0.11,2014,1,200.0,0,0,1
6,2,4,0.1,2012,1,431.97805547089297,0,4,0
11,0,4,0.11,2012,1,900.0,0,20,0
18,0,4,0.12,2015,1,1473.0,0,6,1
11,6,0,0.12,2012,1,1300.0,0,12,0
11,15,4,0.1,2012,1,1050.0,1,22,0
4,0,4,0.0,2016,0,1350.0,0,2,1
6,0,4,0.12,2013,1,399.46357817738493,1,3,1
6,3,4,0.11,2016,1,1500.0,0,4,1
6,0,4,0.11,2013,1,527.6635172203596,0,1,2
4,0,4,0.1,2013,0,1500.0,0,3,2
6,0,4,0.1,2017,1,371.5940262115209,0,1,1
9,13,4,0.0,2012,1,1200.0,0,6,2
6,7,4,0.1,2014,1,371.5940262115209,1,4,0
18,11,0,0.12,2013,1,1650.0,0,0,2
17,1,0,0.1,2015,0,1350.0,0,1,1
9,12,4,0.1,2017,1,1754.0,0,3,1
6,0,4,0.11,2013,1,399.46357817738493,0,6,0
11,15,4,0.12,2012,1,1250.0,0,19,0
11,15,0,0.12,2012,1,1250.0,0,6,0
6,0,4,0.12,2012,1,464.49253276440106,0,3,2
0,16,0,0.0,2016,1,1.0,0,1,1
11,3,4,0.13,2012,1,1550.0,0,5,0
0,0,3,0.11,2011,0,1250.0,0,1,2
4,0,4,0.0,2016,0,1250.0,0,12,0
1,1,0,0.1,2015,1,1700.0,0,0,2
6,3,4,0.11,2017,1,1800.0,0,8,1
11,15,4,0.16,2012,1,1400.0,2,4,0
16,7,4,0.11,2012,1,1400.0,0,5,1
17,3,4,0.1,2012,1,1300.0,1,9,2
6,0,4,0.1,2014,1,1500.0,0,1,1
9,13,4,0.0,2012,1,1600.0,0,2,2
16,7,4,0.12,2016,1,1600.0,0,1,1
18,7,4,0.1,2012,0,1650.0,0,0,2
1,7,4,0.0,2013,1,1100.0,0,2,1
16,7,4,0.12,2014,1,1500.0,0,0,1
11,3,4,0.13,2012,1,1170.0,0,1,1
11,15,4,0.14,2012,1,1140.0,3,11,0
6,0,4,0.11,2013,1,527.6635172203596,0,1,2
2,3,4,0.11,2012,0,1750.0,0,0,1
11,15,4,0.11,2017,0,1600.0,0,0,1
8,14,3,0.13,2015,0,1500.0,0,8,1
3,2,4,0.11,2014,1,1300.0,0,3,1
3,3,4,0.0,2014,0,1300.0,0,0,2
3,3,4,0.1,2018,0,1200.0,0,2,1
11,0,4,0.1,2012,0,1400.0,0,4,1
13,2,4,0.1,2015,1,1100.0,0,4,1
11,15,4,0.12,2012,1,1400.0,0,14,0
11,15,4,0.16,2012,1,1400.0,0,0,0
18,11,0,0.12,2013,1,1700.0,0,3,1
18,11,4,0.12,2013,1,1950.0,0,5,2
2,3,4,0.11,2012,1,1775.0,1,3,1
6,0,4,0.1,2017,1,1700.0,0,2,0
6,9,4,0.11,2016,1,1450.0,0,2,1
3,3,4,0.13,2014,1,1500.0,0,0,1
11,8,4,0.11,2012,1,1100.0,4,20,0
11,3,4,0.12,2012,1,1550.0,1,20,0
11,3,0,0.13,2012,1,700.0,5,5,1
11,15,4,0.15,2012,1,1500.0,4,5,0
11,3,4,0.12,2012,1,1550.0,2,10,1
2,3,4,0.12,2013,1,1200.0,1,1,2
1,15,4,0.1,2013,1,1200.0,0,28,0
18,11,4,0.12,2013,1,1600.0,0,1,2
11,15,4,0.14,2012,1,12.0,7,38,0
0,0,0,0.12,2011,1,1300.0,0,2,2
11,7,4,0.12,2012,1,1650.0,0,4,1
0,0,0,0.0,2015,1,1100.0,0,0,1
9,13,4,0.0,2012,1,1200.0,0,6,2
15,0,3,0.12,2015,1,1000.0,0,0,2
2,3,0,0.11,2012,1,2136.0,0,8,2
17,3,4,0.11,2013,0,1500.0,0,0,1
8,15,1,0.11,2014,1,1300.0,2,6,1
11,6,4,0.12,2017,1,1100.0,1,17,1
3,3,4,0.12,2014,1,1200.0,2,4,0
11,6,4,0.12,2017,1,1100.0,1,17,1
16,7,4,0.12,2014,1,1600.0,0,1,1
2,3,4,0.0,2013,1,1750.0,0,1,1
9,13,4,0.0,2012,1,1200.0,0,6,2
5,7,0,0.12,2015,1,1900.0,0,7,2
3,2,4,0.1,2013,0,1100.0,0,4,0
15,15,4,0.11,2014,1,750.0,0,0,1
6,7,4,0.1,2014,1,371.5940262115209,1,4,0
11,15,4,0.13,2012,1,1100.0,0,14,0
11,0,4,0.14,2012,1,1450.0,0,0,0
9,12,4,0.11,2018,1,1800.0,0,4,1
2,3,0,0.11,2012,1,2136.0,0,8,2
11,15,4,0.1,2012,1,900.0,0,3,1
0,0,3,0.11,2011,0,1250.0,0,1,2
0,16,1,0.12,2015,1,1200.0,0,6,1
11,0,4,0.11,2012,1,900.0,0,20,0
0,6,0,0.11,2016,1,695.0,5,8,1
6,7,4,0.1,2014,1,371.5940262115209,1,4,0
2,3,4,0.0,2013,0,1750.0,0,1,1
14,4,4,0.08,2017,0,1600.0,0,0,2
15,15,4,0.09,2014,1,550.0,0,0,1
11,0,4,0.12,2013,1,1300.0,0,5,0
9,12,4,0.11,2017,1,1600.0,0,3,1
2,3,4,0.1,2013,1,1300.0,0,2,1
11,15,4,0.12,2012,1,1400.0,0,14,0
0,0,0,0.07,2016,1,1268.0,0,0,1
6,3,4,0.1,2014,1,1500.0,0,2,1
6,2,4,0.1,2012,0,431.97805547089297,0,1,2
11,15,4,0.12,2012,1,1250.0,0,11,0
3,3,4,0.11,2014,1,1300.0,0,0,1
11,15,4,0.12,2012,1,1300.0,0,3,0
11,6,4,0.11,2012,1,1100.0,0,45,0
11,15,4,0.13,2012,1,1100.0,0,14,0
9,12,4,0.11,2013,1,1860.0,0,1,2
11,3,4,0.13,2012,1,1170.0,0,1,1
11,7,4,0.0,2013,1,1600.0,0,1,1
13,3,0,0.12,2015,1,1050.0,0,6,0
5,7,4,0.12,2014,1,2075.0,0,2,2
11,15,4,0.12,2012,0,1100.0,0,5,0
6,0,4,0.11,2012,1,423.89588540079245,0,2,1
11,7,4,0.12,2012,1,1200.0,1,11,0
11,15,4,0.13,2012,0,1280.0,23,29,0
11,0,4,0.14,2012,1,1450.0,0,0,0
13,3,1,0.1,2016,1,1100.0,0,4,0
13,3,1,0.13,2016,1,1100.0,1,5,0
7,2,4,0.11,2016,0,1450.0,0,2,1
11,15,3,0.12,2012,1,1250.0,0,10,1
5,7,0,0.1,2014,1,1822.5,0,4,2
15,15,4,0.12,2015,0,758.0,0,0,1
15,15,1,0.11,2014,1,600.0,0,0,1
0,0,0,0.0,2015,1,1100.0,0,0,1
18,11,0,0.12,2013,1,1650.0,0,0,2
18,11,4,0.12,2013,1,1950.0,0,1,2
6,0,4,0.1,2013,1,371.5940262115209,0,2,0
11,3,4,0.13,2012,1,763.0,1,8,1
15,14,2,0.0,2015,1,1200.0,0,0,2
11,7,4,0.13,2012,1,1320.0,0,0,2
7,3,0,0.1,2014,1,1400.0,0,5,1
11,0,4,0.11,2012,1,1800.0,0,0,0
11,15,4,0.13,2012,1,800.0,0,30,0
18,11,4,0.1,2014,0,1800.0,0,0,1
3,3,4,0.0,2015,0,1850.0,0,0,1
6,2,4,0.1,2012,1,431.97805547089297,0,4,0
7,3,0,0.1,2014,1,1350.0,0,4,1
11,15,4,0.14,2012,1,1550.0,0,8,0
2,3,0,0.0,2013,0,1750.0,0,0,1
6,2,4,0.1,2012,0,431.97805547089297,0,1,2
15,15,4,0.11,2014,0,850.0,0,0,0
11,15,0,0.13,2012,1,1800.0,3,7,1
6,2,4,0.1,2016,1,418.04327948796094,0,0,1
11,15,4,0.14,2012,1,1500.0,0,0,0
11,15,4,0.14,2012,1,950.0,0,23,0
11,15,4,0.11,2012,1,750.0,0,20,1
11,15,4,0.14,2012,1,1140.0,3,11,0
0,0,0,0.11,2015,0,1100.0,0,0,1
6,3,4,0.1,2013,1,1400.0,0,0,1
11,3,4,0.13,2012,1,1200.0,1,3,0
11,7,4,0.11,2012,1,1100.0,0,12,0
15,15,1,0.11,2014,1,688.0,0,0,1
6,7,4,0.12,2014,1,371.5940262115209,0,3,0
18,11,4,0.12,2013,1,1950.0,0,1,2
0,16,0,0.0,2016,1,1.0,0,3,1
7,9,0,0.11,2014,1,1350.0,0,7,0
2,3,4,0.0,2013,0,1800.0,1,0,2
9,12,4,0.0,2012,0,1650.0,0,0,1
3,3,4,0.12,2014,1,1200.0,2,4,0
1,1,4,0.1,2015,1,1450.0,0,0,2
11,15,4,0.16,2012,1,1500.0,0,2,0
7,2,4,0.1,2014,1,1450.0,0,3,0
9,13,4,0.0,2012,1,1200.0,0,6,2
7,3,4,0.1,2016,1,1400.0,0,2,1
7,3,0,0.11,2015,1,1350.0,0,3,1
11,0,4,0.12,2012,1,1170.0,0,0,1
2,3,4,0.0,2013,0,1800.0,1,0,2
7,3,4,0.12,2017,1,1600.0,0,1,1
6,2,4,0.1,2012,0,431.97805547089297,0,1,2
19,7,1,0.11,2014,1,1040.0,11,0,1
6,0,4,0.11,2012,1,534.1664126790612,0,4,1
9,12,4,0.11,2013,1,1860.0,0,1,2
