,Country.of.Origin,Variety,Processing.Method,Moisture,Harvest.Year,Color,altitude_mean_meters,Category.One.Defects,Category.Two.Defects,Total.Cup.Points
695,11,3,4,0.13,2012,1,1170.0,0,1,82.42
696,11,15,4,0.11,2012,1,1300.0,0,0,82.42
697,11,8,4,0.14,2012,1,1350.0,0,6,82.42
698,11,3,4,0.11,2012,1,1150.0,0,0,82.42
700,11,15,4,0.12,2012,0,1450.0,0,0,82.42
703,2,3,4,0.0,2011,1,1750.0,0,2,82.42
705,7,3,4,0.1,2017,1,1396.0,0,8,82.33
706,0,2,0,0.11,2016,1,982.0,0,11,82.33
708,0,0,0,0.11,2016,0,934.0,0,3,82.33
709,3,3,4,0.1,2015,0,1850.0,6,3,82.33
710,3,2,4,0.0,2015,1,1550.0,0,0,82.33
711,1,1,2,0.12,2015,1,1580.0,0,2,82.33
712,0,0,0,0.07,2016,1,1268.0,0,0,82.33
714,6,0,4,0.1,2015,1,510.94178604084124,0,6,82.33
715,10,4,4,0.12,2014,1,1450.0,0,0,82.33
716,0,0,0,0.11,2015,0,1100.0,0,0,82.33
717,6,9,4,0.12,2014,1,464.49253276440106,0,3,82.33
719,2,3,4,0.1,2013,1,1300.0,0,2,82.33
720,15,15,3,0.11,2014,1,200.0,0,0,82.33
721,15,15,4,0.11,2014,1,600.0,0,0,82.33
722,6,0,4,0.12,2013,1,399.46357817738493,2,1,82.33
723,2,3,4,0.0,2013,1,1750.0,0,1,82.33
724,11,15,4,0.12,2013,1,1300.0,0,3,82.33
726,6,0,4,0.11,2012,1,534.1664126790612,0,3,82.33
727,11,15,0,0.15,2012,1,441.0,1,8,82.33
728,11,0,4,0.13,2012,1,1170.0,0,9,82.33
729,6,0,4,0.1,2012,1,399.46357817738493,2,5,82.33
730,0,6,0,0.12,2012,1,1100.0,0,2,82.33
731,11,15,4,0.11,2012,1,1300.0,0,0,82.33
732,0,6,4,0.11,2012,1,950.0,0,2,82.33
733,2,3,0,0.0,2012,1,442.0,0,0,82.33
736,6,9,4,0.11,2016,1,1450.0,0,2,82.25
737,0,16,0,0.0,2016,1,1.0,0,9,82.25
738,4,0,4,0.12,2014,1,1500.0,0,0,82.25
739,7,2,4,0.11,2015,1,1350.0,0,2,82.25
740,10,4,4,0.13,2014,0,1180.0,0,0,82.25
741,0,0,0,0.11,2015,1,1100.0,0,0,82.25
742,15,15,4,0.11,2014,1,650.0,0,0,82.25
743,11,6,4,0.12,2013,0,1338.0,0,4,82.25
745,11,0,4,0.16,2012,1,533.0,3,8,82.25
746,6,0,4,0.11,2012,1,423.89588540079245,0,2,82.25
747,11,0,4,0.13,2012,1,1170.0,0,3,82.25
748,11,15,4,0.12,2012,1,1250.0,0,13,82.25
750,11,15,4,0.11,2012,1,1100.0,0,0,82.25
751,11,15,4,0.1,2012,1,900.0,0,3,82.25
752,2,3,4,0.12,2012,1,1750.0,0,1,82.25
753,2,3,4,0.11,2012,1,1775.0,0,0,82.25
756,0,0,0,0.11,2016,1,934.0,0,5,82.17
757,7,3,4,0.11,2015,0,1500.0,0,2,82.17
759,16,0,4,0.13,2015,1,1650.0,1,6,82.17
760,16,7,4,0.12,2016,1,1600.0,0,1,82.17
761,0,16,0,0.0,2016,1,1.0,0,1,82.17
763,7,2,4,0.11,2015,1,1350.0,0,2,82.17
764,6,0,4,0.09,2014,0,1500.0,0,4,82.17
766,16,7,4,0.12,2014,1,1700.0,0,1,82.17
767,11,7,4,0.12,2013,1,1100.0,0,0,82.17
768,11,7,4,0.1,2013,1,1400.0,1,1,82.17
769,15,15,1,0.11,2014,1,1200.0,0,0,82.17
770,15,15,4,0.0,2012,1,800.0,0,0,82.17
771,2,3,4,0.0,2013,0,1750.0,0,1,82.17
772,11,15,4,0.15,2012,1,1144.0,1,9,82.17
773,6,3,4,0.12,2012,1,1350.0,0,2,82.17
774,11,15,4,0.12,2012,1,1000.0,0,4,82.17
775,11,15,4,0.1,2012,1,1200.0,0,1,82.17
779,0,0,0,0.11,2016,1,894.0,0,3,82.08
780,0,16,0,0.0,2016,1,1.0,0,1,82.08
781,3,3,4,0.0,2015,0,1300.0,0,0,82.08
782,16,0,4,0.12,2014,1,1500.0,0,5,82.08
783,16,7,4,0.12,2014,1,1600.0,0,3,82.08
785,3,3,4,0.11,2013,1,13.0,0,2,82.08
787,11,15,4,0.13,2012,1,1300.0,0,7,82.08
788,11,15,4,0.13,2012,1,1800.0,3,13,82.08
789,11,15,4,0.11,2012,1,1250.0,0,11,82.08
790,19,7,0,0.12,2012,1,1040.0,0,2,82.08
791,11,15,4,0.11,2012,1,1250.0,0,1,82.08
794,7,3,4,0.12,2017,1,1600.0,0,1,82.0
795,7,3,0,0.1,2016,1,1600.0,0,7,82.0
796,0,0,0,0.11,2016,1,944.0,0,3,82.0
797,16,7,4,0.13,2015,1,1650.0,0,20,82.0
798,14,7,4,0.12,2015,0,1250.0,0,0,82.0
799,16,7,4,0.12,2014,1,1350.0,0,3,82.0
800,10,4,4,0.13,2014,0,2500.0,0,1,82.0
801,15,15,4,0.09,2013,1,600.0,0,0,82.0
803,3,2,4,0.1,2013,1,1300.0,0,4,82.0
804,7,3,4,0.11,2014,1,1400.0,0,5,82.0
805,2,3,4,0.11,2013,1,1900.0,0,1,82.0
806,15,15,4,0.12,2012,0,650.0,0,0,82.0
807,0,6,0,0.11,2012,0,1038.5,0,0,82.0
808,11,15,4,0.12,2012,1,940.0,0,1,82.0
809,0,6,0,0.12,2012,1,1000.0,0,1,82.0
810,0,2,3,0.11,2012,0,1050.0,0,1,82.0
812,0,6,3,0.12,2012,1,950.0,0,2,82.0
813,6,0,4,0.0,2012,1,427.333130143249,0,10,82.0
815,6,0,4,0.1,2017,1,1901.0,0,1,81.92
816,6,0,4,0.11,2017,1,371.5940262115209,0,0,81.92
817,7,3,4,0.12,2017,1,1400.0,0,1,81.92
818,0,2,0,0.11,2017,1,1020.0,0,4,81.92
819,4,0,4,0.11,2014,1,1250.0,0,2,81.92
820,6,2,4,0.11,2015,1,1550.0,0,7,81.92
821,16,7,4,0.12,2014,1,1877.0,0,4,81.92
825,15,15,1,0.11,2012,1,1000.0,0,0,81.92
826,11,0,4,0.12,2013,1,1300.0,0,6,81.92
827,11,15,3,0.13,2012,1,981.0,2,7,81.92
828,11,6,4,0.14,2012,1,690.0,2,8,81.92
829,11,7,4,0.12,2012,1,1650.0,0,4,81.92
830,11,0,4,0.12,2012,1,1000.0,0,0,81.92
831,0,6,0,0.12,2012,1,1100.0,0,3,81.92
833,6,0,4,0.1,2017,1,48.12142639439195,1,1,81.83
834,3,2,2,0.0,2016,1,1900.0,1,4,81.83
835,0,6,0,0.11,2016,1,973.0,0,3,81.83
836,8,7,1,0.11,2015,1,1250.0,0,0,81.83
837,6,0,4,0.1,2015,1,3280.0,2,6,81.83
838,0,16,0,0.0,2016,1,1.0,0,1,81.83
839,0,16,0,0.0,2016,1,1.0,0,0,81.83
840,12,2,4,0.0,2015,1,4001.0,0,2,81.83
841,11,2,4,0.11,2015,1,1425.0,0,7,81.83
842,7,2,4,0.12,2015,1,1400.0,0,1,81.83
843,3,3,4,0.09,2015,1,1300.0,0,0,81.83
844,15,15,4,0.0,2014,1,700.0,0,0,81.83
845,8,15,1,0.11,2014,1,1300.0,2,6,81.83
846,10,4,4,0.13,2014,1,1556.0,0,0,81.83
847,0,0,0,0.11,2015,1,1100.0,0,0,81.83
848,7,3,0,0.1,2014,1,1350.0,0,4,81.83
849,11,15,4,0.11,2014,1,1550.0,0,0,81.83
850,2,3,4,0.0,2013,0,1775.0,2,0,81.83
852,0,0,3,0.12,2012,0,1250.0,0,0,81.83
853,6,0,4,0.11,2013,1,399.46357817738493,0,1,81.83
854,11,0,4,0.12,2012,1,1500.0,0,2,81.83
855,11,15,3,0.12,2012,1,1250.0,0,10,81.83
859,6,0,4,0.11,2017,1,1700.0,0,1,81.75
860,19,3,4,0.12,2014,0,1040.0,0,0,81.75
861,16,7,4,0.12,2014,0,1600.0,0,4,81.75
863,11,0,4,0.13,2012,1,774.0,2,9,81.75
864,11,6,4,0.13,2012,1,1250.0,0,23,81.75
865,11,15,4,0.11,2012,1,1100.0,0,1,81.75
866,11,3,4,0.12,2012,1,1550.0,10,14,81.75
868,2,3,4,0.0,2011,1,1750.0,0,1,81.75
870,0,0,0,0.11,2018,1,890.0,0,5,81.67
871,6,0,4,0.1,2017,1,1700.0,0,1,81.67
872,6,0,4,0.12,2017,1,371.5940262115209,0,3,81.67
873,7,2,4,0.11,2016,0,1450.0,0,2,81.67
877,0,16,0,0.0,2016,1,1.0,0,0,81.67
878,16,7,4,0.12,2014,1,1500.0,0,0,81.67
879,16,7,4,0.12,2013,1,1700.0,0,7,81.67
880,0,0,4,0.1,2015,1,1260.0,0,2,81.67
882,7,3,0,0.1,2014,1,1400.0,0,5,81.67
883,3,3,4,0.11,2013,1,1850.0,0,3,81.67
885,15,15,3,0.11,2014,1,150.0,0,0,81.67
886,15,15,4,0.11,2014,1,750.0,0,0,81.67
887,11,15,4,0.12,2013,1,1400.0,0,6,81.67
888,6,0,4,0.11,2012,1,534.1664126790612,0,4,81.67
889,11,15,4,0.13,2012,1,1650.0,1,13,81.67
890,11,0,4,0.11,2012,1,1400.0,0,4,81.67
891,11,0,4,0.11,2012,1,1200.0,0,2,81.67
892,11,0,4,0.11,2012,1,1400.0,0,2,81.67
893,11,3,3,0.11,2012,1,940.0,0,4,81.67
895,7,1,4,0.11,2018,0,1200.0,0,3,81.58
897,15,15,4,0.1,2016,0,800.0,0,0,81.58
898,3,3,4,0.12,2015,1,13.0,0,1,81.58
899,16,7,4,0.12,2014,1,1800.0,0,5,81.58
900,10,4,4,0.13,2014,1,1100.0,0,0,81.58
902,0,16,4,0.12,2014,0,1260.0,0,3,81.58
903,6,0,4,0.12,2013,1,399.46357817738493,0,1,81.58
904,11,15,4,0.12,2013,1,1400.0,0,9,81.58
910,6,0,4,0.1,2017,1,371.5940262115209,0,0,81.5
911,13,3,1,0.11,2017,1,1100.0,0,3,81.5
912,7,3,4,0.1,2017,1,1400.0,0,5,81.5
914,15,15,0,0.12,2015,1,180.0,0,2,81.5
915,12,2,4,0.0,2015,1,371.5940262115209,0,4,81.5
916,3,3,4,0.12,2014,1,1200.0,1,2,81.5
917,10,4,4,0.12,2014,1,1599.0,0,0,81.5
918,6,7,4,0.12,2014,1,371.5940262115209,0,0,81.5
919,15,15,4,0.11,2014,0,900.0,0,0,81.5
920,0,16,3,0.0,2014,1,1200.0,1,1,81.5
921,14,7,4,0.11,2013,0,825.0,0,0,81.5
922,15,15,1,0.11,2014,1,600.0,0,0,81.5
923,11,15,4,0.13,2013,1,1150.0,0,2,81.5
924,11,15,4,0.12,2012,1,1600.0,0,5,81.5
925,11,2,4,0.12,2012,1,1100.0,0,10,81.5
926,11,15,3,0.11,2012,1,1000.0,0,6,81.5
927,11,0,4,0.13,2012,1,1250.0,0,5,81.5
928,11,15,0,0.11,2012,1,1100.0,0,3,81.5
929,8,7,4,0.12,2012,1,1400.0,0,0,81.5
930,0,0,3,0.12,2012,0,125.0,0,2,81.5
934,11,6,4,0.12,2017,1,1100.0,1,17,81.42
935,6,2,4,0.1,2016,1,418.04327948796094,0,0,81.42
936,0,2,0,0.11,2016,1,1100.0,0,2,81.42
937,7,2,4,0.12,2015,1,1400.0,0,1,81.42
938,15,15,4,0.12,2014,1,110.0,0,0,81.42
939,10,4,4,0.12,2014,0,1422.0,0,0,81.42
940,0,0,0,0.0,2015,1,1100.0,0,0,81.42
941,6,0,4,0.1,2014,1,1550.0,0,6,81.42
942,11,15,4,0.0,2014,1,1550.0,1,1,81.42
944,6,0,4,0.12,2013,1,399.46357817738493,0,4,81.42
945,11,3,4,0.13,2012,1,763.0,1,8,81.42
947,2,3,0,0.11,2011,1,1750.0,0,0,81.42
951,7,3,4,0.11,2017,0,1500.0,0,3,81.33
953,0,2,0,0.11,2016,1,1100.0,0,14,81.33
954,7,2,4,0.09,2015,1,1350.0,0,4,81.33
955,0,16,1,0.12,2015,1,1200.0,0,6,81.33
956,14,7,4,0.14,2014,1,1400.0,0,3,81.33
957,10,4,4,0.13,2014,1,1200.0,0,1,81.33
958,7,2,4,0.12,2014,1,1450.0,0,3,81.33
959,11,15,4,0.13,2012,1,1800.0,4,13,81.33
960,11,15,4,0.12,2012,1,1000.0,0,4,81.33
962,15,15,0,0.12,2015,1,680.0,0,0,81.25
963,0,16,0,0.0,2016,1,1.0,0,1,81.25
964,13,2,4,0.1,2015,1,1100.0,0,4,81.25
965,7,2,4,0.12,2015,1,1400.0,0,1,81.25
966,6,8,4,0.09,2014,0,1700.0,0,2,81.25
967,16,7,4,0.13,2014,1,1700.0,0,5,81.25
968,15,15,3,0.11,2014,1,650.0,0,0,81.25
969,6,3,4,0.11,2013,1,464.49253276440106,0,4,81.25
970,11,15,4,0.12,2012,1,1500.0,0,1,81.25
972,16,0,4,0.12,2016,1,1050.0,0,2,81.17
973,11,3,4,0.12,2015,1,1200.0,0,10,81.17
974,3,3,4,0.11,2015,0,1300.0,0,0,81.17
975,7,2,0,0.13,2015,1,1450.0,0,1,81.17
976,17,3,4,0.12,2014,0,1450.0,0,0,81.17
977,14,15,0,0.0,2014,1,1200.0,0,4,81.17
978,16,0,4,0.12,2014,0,1550.0,0,2,81.17
979,10,3,4,0.12,2014,1,995.0,0,12,81.17
980,3,2,4,0.11,2014,1,1300.0,0,3,81.17
982,11,15,0,0.13,2012,1,1800.0,3,7,81.17
983,6,3,4,0.12,2012,1,1450.0,0,4,81.17
984,0,6,0,0.12,2012,1,1000.0,0,1,81.17
987,0,6,0,0.11,2016,1,695.0,5,8,81.08
990,16,7,4,0.13,2014,1,1456.0,0,2,81.08
991,3,3,4,0.13,2014,1,1500.0,0,0,81.08
992,14,7,4,0.0,2013,1,260.11581834806464,0,0,81.08
993,11,15,4,0.13,2012,1,1650.0,5,16,81.08
994,11,15,4,0.12,2012,1,1300.0,0,2,81.08
995,11,15,4,0.11,2012,1,1642.0,0,5,81.08
996,11,15,4,0.1,2012,1,1200.0,0,1,81.08
999,4,0,4,0.0,2017,1,1450.0,0,6,81.0
1001,6,0,4,0.09,2016,1,3280.0,0,8,81.0
1002,2,3,4,0.0,2016,1,1600.0,0,4,81.0
1003,6,0,4,0.11,2015,1,371.5940262115209,0,1,81.0
1004,15,15,4,0.12,2015,0,758.0,0,0,81.0
1005,7,3,0,0.12,2014,1,1350.0,0,1,81.0
1007,16,7,4,0.12,2014,1,1525.0,0,5,81.0
1008,18,11,0,0.12,2013,1,1700.0,0,3,81.0
1009,15,15,3,0.11,2014,1,1100.0,0,0,81.0
1011,11,7,4,0.12,2012,1,950.0,0,12,81.0
1012,11,15,4,0.0,2012,1,1100.0,0,8,81.0
1013,15,7,4,0.0,2017,0,200.0,0,0,80.92
1014,6,0,4,0.1,2017,1,1901.0,0,2,80.92
1015,9,12,4,0.11,2017,1,1600.0,0,3,80.92
1016,11,0,4,0.11,2017,1,1100.0,0,11,80.92
1019,16,7,4,0.12,2014,1,1700.0,0,0,80.92
1020,0,16,0,0.12,2015,1,1200.0,0,8,80.92
1021,15,15,4,0.09,2014,1,550.0,0,0,80.92
1022,0,0,0,0.1,2015,1,1100.0,0,0,80.92
1023,13,3,4,0.1,2013,1,1050.0,1,3,80.92
1024,6,9,4,0.12,2014,1,464.49253276440106,2,5,80.92
1026,15,15,1,0.11,2014,1,688.0,0,0,80.92
1027,15,15,4,0.11,2014,1,300.0,0,0,80.92
1028,11,15,4,0.13,2012,1,1186.0,0,12,80.92
1030,14,1,4,0.0,2016,1,1300.0,0,0,80.83
1031,6,3,4,0.11,2013,1,1200.0,0,1,80.83
1032,11,2,3,0.13,2012,1,1210.0,0,7,80.83
1033,11,15,4,0.11,2012,1,1100.0,0,3,80.83
1034,11,0,4,0.13,2012,1,100.0,0,1,80.83
1038,12,2,4,0.0,2015,1,3825.0,0,2,80.75
1039,6,3,4,0.12,2015,1,520.2316366961293,0,1,80.75
1041,7,3,0,0.11,2015,1,1450.0,0,2,80.75
1042,14,3,1,0.11,2014,1,1680.0,1,4,80.75
1043,7,2,4,0.09,2015,1,1350.0,0,2,80.75
1044,7,2,0,0.13,2015,1,1450.0,0,1,80.75
1045,3,3,4,0.11,2014,1,1300.0,0,0,80.75
1046,11,15,4,0.11,2012,1,1200.0,0,2,80.75
1047,14,15,4,0.12,2012,1,1000.0,0,0,80.75
1050,8,5,3,0.13,2015,0,1350.0,0,1,80.67
1051,6,0,4,0.11,2016,1,1500.0,0,0,80.67
1052,3,3,4,0.11,2015,0,185.0,0,4,80.67
1053,10,3,4,0.12,2014,0,995.0,0,1,80.67
1054,11,15,4,0.12,2014,1,1200.0,0,4,80.67
1056,6,0,4,0.12,2013,1,1550.0,0,5,80.67
1062,16,7,4,0.12,2014,0,1400.0,0,1,80.58
1063,0,0,3,0.0,2015,1,1200.0,0,3,80.58
1064,7,3,4,0.11,2014,1,1400.0,0,5,80.58
1065,6,0,0,0.11,2014,1,421.75921975007617,0,5,80.58
1068,15,7,0,0.0,2017,0,50.0,0,0,80.5
1069,6,3,4,0.1,2017,1,1500.0,0,4,80.5
1070,7,2,4,0.11,2017,1,1650.0,0,5,80.5
1072,0,16,3,0.11,2016,1,1250.0,0,3,80.5
1073,12,7,4,0.0,2015,1,3800.0,0,2,80.5
1074,6,7,4,0.11,2014,1,371.5940262115209,0,3,80.5
1075,0,16,3,0.1,2013,1,1250.0,0,10,80.5
1077,6,0,4,0.12,2013,1,566.6808899725693,1,1,80.5
1078,11,15,4,0.15,2012,1,1450.0,0,1,80.5
1080,15,15,4,0.14,2014,1,600.0,0,0,80.42
1081,4,0,4,0.0,2013,1,1450.0,0,1,80.42
1082,1,7,4,0.17,2013,1,1700.0,0,14,80.42
1083,15,15,4,0.11,2014,1,600.0,0,0,80.42
1084,11,15,4,0.1,2012,1,1050.0,2,4,80.42
1085,11,3,4,0.12,2012,1,1550.0,4,16,80.42
1087,16,0,4,0.13,2016,1,1700.0,0,5,80.33
1089,15,16,1,0.11,2014,1,600.0,0,0,80.33
1090,6,0,4,0.11,2013,1,399.46357817738493,1,4,80.33
1091,11,15,3,0.11,2012,1,940.0,0,21,80.33
1094,0,2,0,0.11,2018,1,995.0,0,1,80.25
1095,7,3,0,0.1,2016,1,1400.0,0,4,80.25
1096,11,3,4,0.1,2016,1,1600.0,0,2,80.25
1097,12,7,0,0.11,2015,1,278.69551965864065,1,26,80.25
1098,12,2,0,0.0,2014,1,4287.0,0,1,80.25
1099,13,3,4,0.11,2015,1,900.0,0,2,80.25
1102,15,15,3,0.11,2014,1,700.0,0,0,80.25
1103,6,3,4,0.11,2012,1,1400.0,1,12,80.25
1104,11,3,4,0.11,2012,1,808.0,2,8,80.25
1107,7,2,4,0.11,2015,1,1400.0,0,0,80.17
1108,6,0,4,0.11,2013,1,399.46357817738493,0,2,80.17
1109,11,15,4,0.11,2012,1,1250.0,0,2,80.17
1110,11,15,4,0.14,2012,1,1550.0,1,2,80.17
1111,11,0,4,0.12,2012,1,1000.0,0,12,80.17
1112,6,0,4,0.11,2012,1,399.46357817738493,0,5,80.17
1114,0,0,2,0.11,2018,1,1100.0,0,5,80.08
1115,15,15,4,0.07,2014,1,850.0,0,0,80.08
1117,15,15,1,0.11,2014,1,200.0,0,0,80.08
1118,15,15,4,0.11,2014,1,150.0,0,0,80.08
1119,15,15,3,0.11,2014,1,250.0,0,0,80.08
1120,11,15,4,0.15,2012,1,1300.0,0,0,80.08
1121,11,15,4,0.14,2012,1,1300.0,1,17,80.08
1122,13,3,4,0.1,2017,1,1250.0,0,5,80.0
1123,12,7,4,0.0,2015,1,3845.0,0,4,80.0
1124,11,15,4,0.0,2014,1,1400.0,0,2,80.0
1125,15,15,4,0.11,2014,1,250.0,0,0,80.0
1127,11,15,4,0.12,2012,1,1250.0,0,9,80.0
1128,11,7,4,0.11,2012,1,1100.0,0,12,80.0
1132,11,0,4,0.12,2013,1,1300.0,0,4,79.92
1133,11,7,4,0.12,2012,1,1100.0,1,7,79.92
1135,11,2,4,0.11,2012,1,1100.0,0,3,79.92
1136,11,15,0,0.12,2012,1,1250.0,0,6,79.92
1137,11,6,4,0.11,2012,1,1250.0,0,0,79.92
1140,6,0,4,0.1,2017,1,1700.0,0,2,79.83
1141,13,3,4,0.11,2014,1,1250.0,0,0,79.83
1142,11,15,4,0.12,2012,1,1300.0,0,3,79.83
1146,15,15,4,0.1,2013,0,600.0,0,0,79.75
1149,3,2,4,0.1,2013,0,1100.0,0,4,79.75
1150,11,15,4,0.12,2013,1,1400.0,0,4,79.75
1151,11,0,4,0.13,2013,1,1022.0,0,4,79.75
1152,11,0,4,0.12,2013,1,1300.0,0,5,79.75
1153,11,0,4,0.14,2012,1,1450.0,0,0,79.75
1154,11,15,4,0.1,2012,1,1050.0,1,22,79.75
1157,6,0,4,0.1,2016,1,371.5940262115209,0,1,79.67
1158,4,0,4,0.0,2016,0,1250.0,0,12,79.67
1160,6,0,4,0.11,2013,1,399.46357817738493,0,6,79.67
1161,11,15,4,0.12,2013,1,1400.0,0,6,79.67
1162,11,3,4,0.13,2012,1,975.0,5,6,79.67
1165,11,15,4,0.12,2012,1,1250.0,0,11,79.58
1166,11,3,4,0.13,2012,1,1550.0,0,5,79.58
1169,13,3,0,0.12,2015,1,1050.0,0,6,79.5
1171,2,3,4,0.0,2013,1,1550.0,0,2,79.5
1172,11,3,4,0.12,2012,1,1550.0,1,20,79.5
1173,11,15,4,0.12,2012,0,1100.0,0,5,79.5
1174,6,0,4,0.1,2013,1,371.5940262115209,0,2,79.42
1175,6,7,4,0.1,2014,1,371.5940262115209,1,4,79.42
1176,11,15,4,0.13,2012,1,800.0,0,30,79.42
1178,2,3,4,0.0,2013,1,1200.0,0,3,79.33
1179,11,15,4,0.14,2012,1,950.0,0,23,79.33
1180,11,15,4,0.14,2012,1,750.0,0,19,79.33
1182,15,15,4,0.11,2014,0,850.0,0,0,79.25
1183,11,0,4,0.13,2012,1,1000.0,0,10,79.25
1184,6,0,4,0.1,2017,1,371.5940262115209,0,0,79.17
1185,7,2,4,0.11,2017,1,1650.0,0,5,79.17
1186,6,0,4,0.11,2016,1,1320.0,0,6,79.17
1187,6,2,4,0.11,2015,1,1550.0,0,6,79.17
1189,11,15,4,0.14,2012,1,1550.0,0,8,79.17
1190,11,15,4,0.14,2012,1,1450.0,0,34,79.17
1192,6,0,4,0.1,2017,1,1700.0,0,1,79.08
1193,14,7,4,0.13,2013,1,260.11581834806464,0,0,79.08
1194,11,15,4,0.16,2012,1,1500.0,0,2,79.08
1195,11,6,4,0.11,2012,1,1100.0,0,45,79.08
1196,11,15,4,0.1,2012,0,1200.0,0,0,79.08
1198,6,7,4,0.12,2014,1,371.5940262115209,0,3,79.0
1199,7,9,4,0.11,2014,1,1350.0,0,12,79.0
1201,11,6,0,0.12,2012,1,1300.0,0,12,79.0
1202,11,15,3,0.14,2012,1,1550.0,3,17,79.0
1203,11,15,4,0.14,2012,1,12.0,7,38,79.0
1204,11,15,4,0.12,2013,1,1300.0,0,8,78.92
1205,11,15,4,0.16,2012,1,1400.0,0,0,78.92
1206,13,3,1,0.1,2016,1,1100.0,0,4,78.83
1208,6,0,4,0.12,2013,1,399.46357817738493,1,8,78.75
1209,11,15,4,0.14,2012,1,1320.0,0,0,78.75
1210,11,15,3,0.14,2012,1,1250.0,0,0,78.75
1212,1,15,4,0.0,2013,1,1850.0,0,5,78.67
1213,11,3,4,0.13,2012,1,1150.0,0,2,78.67
1216,6,7,4,0.12,2014,1,371.5940262115209,0,3,78.58
1217,15,15,4,0.1,2013,1,800.0,0,0,78.58
1218,11,15,4,0.13,2012,1,1400.0,0,1,78.58
1221,11,0,4,0.0,2014,1,1600.0,0,0,78.5
1222,11,15,4,0.12,2012,1,1400.0,0,14,78.5
1223,11,3,4,0.13,2012,1,1200.0,1,3,78.5
1225,11,15,4,0.14,2012,1,1500.0,0,0,78.42
1227,6,7,4,0.1,2014,1,371.5940262115209,0,2,78.33
1228,6,0,4,0.11,2012,1,399.46357817738493,1,4,78.33
1229,11,15,0,0.13,2012,1,1300.0,31,47,78.33
1234,11,15,4,0.11,2012,1,1050.0,0,3,78.08
1235,15,16,4,0.0,2016,1,650.0,3,4,78.0
1236,7,9,0,0.11,2014,1,1350.0,2,6,78.0
1238,6,7,4,0.1,2014,1,371.5940262115209,1,2,78.0
1239,1,15,4,0.1,2013,1,1200.0,0,28,78.0
1240,6,0,4,0.11,2013,1,399.46357817738493,3,9,78.0
1241,11,7,4,0.12,2012,1,850.0,2,7,78.0
1243,3,3,4,0.12,2014,1,1200.0,2,4,77.92
1244,11,15,4,0.11,2012,1,1248.0,0,3,77.92
1248,6,0,4,0.11,2013,1,399.46357817738493,0,2,77.83
1249,15,15,4,0.11,2012,0,775.0,0,0,77.67
1251,11,15,4,0.13,2012,1,1300.0,0,3,77.5
1252,6,0,4,0.11,2013,1,399.46357817738493,2,15,77.42
1253,0,0,0,0.0,2018,1,890.0,0,3,77.33
1254,6,7,4,0.1,2014,1,371.5940262115209,1,2,77.33
1255,11,15,4,0.15,2012,1,1500.0,4,5,77.33
1258,11,7,4,0.12,2012,1,1200.0,1,11,77.17
1259,14,3,4,0.0,2014,1,1200.0,7,9,77.0
1263,11,15,4,0.13,2012,1,1100.0,0,14,76.42
1264,6,0,4,0.11,2012,1,399.46357817738493,0,8,76.33
1268,11,15,4,0.16,2012,1,1400.0,2,4,76.17
1269,8,7,0,0.12,2011,1,3500.0,4,26,76.17
1270,11,0,4,0.12,2012,1,1250.0,0,12,76.08
1271,7,9,0,0.11,2014,1,1350.0,0,7,76.0
1274,6,0,4,0.11,2012,1,399.46357817738493,0,15,75.58
1276,11,8,4,0.11,2012,1,1100.0,4,20,75.5
1277,11,6,4,0.11,2012,1,1200.0,0,20,75.17
1279,11,15,4,0.13,2012,0,1280.0,23,29,75.17
1280,11,15,4,0.14,2012,1,850.0,15,7,75.0
1281,11,15,4,0.17,2012,1,1500.0,0,6,74.92
1282,11,15,4,0.12,2012,1,1250.0,0,30,74.83
1285,11,15,4,0.12,2013,1,1700.0,0,7,74.67
1287,6,0,4,0.11,2013,1,399.46357817738493,1,1,74.33
1288,11,15,4,0.14,2012,1,1140.0,3,11,74.33
1289,11,15,4,0.13,2012,1,1200.0,0,27,74.0
1290,11,15,4,0.12,2012,1,1250.0,0,19,73.83
1293,7,9,4,0.11,2014,1,1350.0,1,16,73.42
1298,3,3,4,0.11,2014,1,1200.0,0,7,71.75
1299,11,6,4,0.12,2012,1,800.0,4,24,71.08
1300,11,0,4,0.11,2012,1,1800.0,0,0,71.0
1301,11,15,4,0.12,2014,1,1000.0,0,1,70.75
1303,7,2,4,0.1,2014,1,1450.0,0,4,69.33
1304,7,2,4,0.1,2014,1,1450.0,0,3,69.17
1305,7,2,4,0.1,2014,1,1450.0,0,4,69.17
1306,11,0,4,0.11,2012,1,900.0,0,20,68.33
1307,14,15,0,0.14,2012,0,350.0,8,16,67.92
1308,13,3,1,0.13,2016,1,1100.0,1,5,63.08
1309,6,2,4,0.1,2012,1,431.97805547089297,0,4,59.83
